TestB_000000.jpg	中盟股份	0.8759018	0.999041,0.5049874,0.9999001,0.9996786	0,0,0,97,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000000.jpg	中盟股份	0.8509415	0.9992539,0.40479562,0.9999347,0.9997818	0,0,0,97,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000000.jpg	中医股份	0.78834903	0.99909127,0.15519685,0.9997539,0.99935406	0,0,0,97,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000000.jpg	中医股份	0.8203476	0.9977962,0.28483608,0.99955326,0.99920493	0,0,97,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000000.jpg	中盟股份	0.90794075	0.99900085,0.6338882,0.99926025,0.9996137	0,0,97,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000000.jpg	中盟股份	0.924993	0.99872714,0.701735,0.99976176,0.99974805	0,0,0,97,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000000.jpg	中器股份	0.852726	0.9992931,0.4129733,0.99936277,0.9992747	0,0,0,0,97,0,0,0,0,0,0,0,893,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000000.jpg	中盟股份	0.86905634	0.99896145,0.47777054,0.9999008,0.9995926	0,0,0,97,0,0,0,0,0,0,0,1103,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000001.jpg	工资特通丰摩	0.7626021	0.93067825,0.2285814,0.88636315,0.747843,0.9390851,0.8430615	0,0,44,0,0,492,0,0,262,0,0,0,586,0,0,0,282,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000001.jpg	工资特通丰摩	0.6266842	0.7429792,0.3249824,0.47194165,0.5503833,0.909431,0.76038754	0,0,44,0,0,492,0,0,262,0,0,0,586,0,0,0,282,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000001.jpg	工瓷特通丰摩	0.7111054	0.81396496,0.1731067,0.82592094,0.77705896,0.8700319,0.806549	0,0,44,0,0,1070,0,0,262,0,0,0,586,0,0,0,282,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000001.jpg	工经特通车摩	0.5889675	0.9568777,0.15530178,0.75984585,0.70476836,0.7526779,0.2043335	0,0,0,44,0,0,27,0,0,262,0,0,0,586,0,0,172,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000001.jpg	工冷特通丰摩	0.52890104	0.9588675,0.24636532,0.6293869,0.38023376,0.6148972,0.34365544	0,0,44,0,0,1200,0,0,0,262,0,0,0,586,0,0,282,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000001.jpg	工资特通丰摩	0.64235795	0.95399827,0.42485714,0.6246726,0.60849994,0.91447,0.32764953	0,0,44,0,0,492,0,0,262,0,0,0,586,0,0,0,282,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000001.jpg	工资待通丰修	0.54824436	0.89301413,0.30143544,0.43263495,0.55349034,0.74749494,0.36139622	0,0,44,0,0,492,0,0,0,724,0,0,0,586,0,0,0,282,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000001.jpg	工资特通丰摩	0.7604995	0.93729025,0.2604746,0.8770525,0.702547,0.93551356,0.8501191	0,0,44,0,0,492,0,0,262,0,0,0,586,0,0,0,282,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000002.jpg	天慧旅馆	0.9987792	0.9998808,0.9960866,0.9998584,0.9992908	0,355,0,0,0,0,0,639,0,0,0,0,0,555,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000002.jpg	天慧旅馆	0.99868876	0.99985003,0.9954922,0.9999335,0.99947935	0,355,0,0,0,0,0,639,0,0,0,0,0,555,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TestB_000002.jpg	天慧旅馆	0.9987124	0.9998833,0.9956989,0.999841,0.9994265	0,355,0,0,0,0,0,639,0,0,0,0,0,555,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
